Profile,Stage Name,Full Name,Korean Name,K. Stage Name,Date of Birth,Group,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Position,Instagram,Twitter
https://dbkpop.com/idol/seola-wjsn/,Seola,Kim Hyunjung,김현정,설아,1994-12-24,Cosmic Girls,South Korea,,165,0,Seoul,"WJMK, WJSN The Black",,F,,https:/www.instagram.com/seola_s,
,Mihee,Lee Mihee,이미희,미희,2000-08-24,BOTOPASS,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/suyeon-weki-meki/,Suyeon,Ji Suyeon,지수연,수연,1997-04-20,Weki Meki,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/bella-elris/,Bella,Choi Yuna,최윤아,벨라,1999-02-02,ELRIS,South Korea,,0,0,,,,F,,,
,Seungyeon,Han Seungyeon,한승연,승연,1988-07-24,KARA,South Korea,,0,0,Seoul,,,F,,,
,Jaekyung,Kim Jaekyung,김재경,재경,1988-12-24,Rainbow,South Korea,,168,45,Seoul,Rainbow Blaxx,,F,,,
,Yuri,Kwon Yuri,권유리 ,유리,1989-12-05,SNSD,South Korea,,167,45,Goyang,,,F,,https:/www.instagram.com/yulyulk,
,Cao Lu,Cao Lu,차오루,차오루,1987-08-30,Fiestar,China,,166,0,Zhangjiajie,,,F,,https:/www.instagram.com/better_me_lulu,
,Jisoo,Shin Jisoo,신지수,지수,1994-02-28,Tahiti,South Korea,,0,0,Chuncheon,,,F,,,
,Hyejin,Baek Hyejin,백혜진 ,혜진 ,1996-11-21,4TEN,South Korea,,0,0,Sacheon,,,F,,,
,Yoona,Ogura Yuuna,오구라 유우나,유우나,2000-10-13,bugAboo,Japan,,0,0,Sapporo,,,F,,,
,Leeseo,Lee Hyunseo,이현서,이서,2007-02-21,IVE,South Korea,,170,48,,,,F,,,
https://dbkpop.com/idol/chaeryeong-itzy/,Chaeryeong,Lee Chaeryeong,이채령,채령,2001-06-05,ITZY,South Korea,,0,0,,,,F,,,
,Suhyeon,Kim Seunghyun,김승현,수현,1988-04-19,S#aFLA,South Korea,,0,0,,,1PS,F,,,
https://dbkpop.com/idol/eu-everglow/,E:U,Park Jiwon,박지원,이유,1998-05-19,Everglow,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/sejeong-gugudan/,Sejeong,Kim Sejeong,김세정,세정,1996-08-28,Gugudan,South Korea,,164,48,,,I.O.I,F,,,
,Heeo,Gwak Heeoh,곽히오,히오,1994-05-02,4TEN,South Korea,,0,0,,,,F,,,
,U-Si,Yoo Jiyeon,윤지연,유시,1997-11-13,BADKIZ,South Korea,,0,0,Iksan,,,F,,https:/www.instagram.com/_u_si,
,Jisoo,Jung Jisoo,정지수,지수,2003-11-22,Busters,South Korea,,0,0,,,,F,,,
,Sungah,Son Sungah,손성아,성아 ,1989-07-08,9Muses,South Korea,Fiji,172,48,Suma,,,F,,https:/www.instagram.com/ssungahhbaby,
,Way,Heo Minsun,허민선,웨이,1990-07-12,Crayon Pop,South Korea,,161,0,Seoul,,,F,,https:/www.instagram.com/baysunny,
https://dbkpop.com/idol/minjae-sonamoo/,Minjae,Seong Minjae,성민재,민재,1994-12-18,Sonamoo,South Korea,,165,0,Busan,,,F,Lead Vocalist,,https:/www.twitter.com/SONAMOO_MinJae
https://dbkpop.com/idol/eunjin-dia/,Eunjin,Ahn Eunjin,안은진,은진,1997-08-31,,South Korea,,170,49,Mokpo,,DIA,F,,,
,Yoonhye,Jung Yoonhye,정윤혜,윤혜,2001-10-04,FANATICS,South Korea,,173,0,,FANATICS FLAVOR,,F,,,
,Hara†,Koo Hara,구하라,하라,1991-01-13,KARA,South Korea,,0,0,Gwangju,,,F,,,
,Dawon,Lee Dawon,이다원,다원,1996-12-02,ARIAZ,South Korea,,0,0,,,,F,,,
,Soodam,Lee Soodam,이수담,수담,1999-11-09,SECRET NUMBER,South Korea,,0,0,,,,F,,,
,Nada,Yoon Yejin,윤예진,나다,1991-05-24,,South Korea,,0,0,,,Wassup,F,,,
https://dbkpop.com/idol/eunchae-dia/,Eunchae,Kwon Chaewon,권채원,은채,1999-05-26,DIA,South Korea,,0,0,,,,F,,,
,Lizzy,Park Sooyoung,박수영,리지,1992-07-31,After School,South Korea,,0,0,Busan,Orange Caramel,,F,,https:/www.instagram.com/luvlyzzy,
,Liz,Kim Jiwon,김지원,리즈,2004-11-21,IVE,South Korea,,170,49,,,,F,,,
,Jia,Guo Jiajia,궈 지아지아,지아,2005-07-30,TRI.BE,China,,0,0,,,,F,,,
,Joonie,Park Junhee,박준희,주니,2002-05-24,ICHILLIN',South Korea,,0,0,,,,F,,,
,Yeori,Kim Soyeon,김소연,여리,1994-05-30,Gate9,South Korea,,164,0,Seoul,,,F,,https://www.instagram.com/yeori_g9/,
https://dbkpop.com/idol/hyerin-exid/,Hyerin,Seo Hyerin,서혜린,혜린,1993-08-23,EXID,South Korea,,165,0,Gwangju,,,F,,https:/www.instagram.com/hyeliniseo,
,Dia,Kwak Minnyeong,곽민녕,디아,1999-09-03,Maka Maka,South Korea,,0,0,,,,F,,,
,Hyerin,Kim Hyerin,김혜린,혜린,1993-06-13,2EYES,South Korea,,170,0,Seoul,,,F,,https:/www.instagram.com/hyelyn0723,
https://dbkpop.com/idol/elkie-clc/,Elkie,Chong Ting Yan,쫑딩얀,엘키,1998-11-02,,Hong Kong,,163,45,Hong Kong,,CLC,F,,,
,Shinye,Kam Yerim,감예림,신예,2004-03-07,MAJORS,South Korea,,166,46,,,,F,,,
https://dbkpop.com/idol/iaan-neonpunch/,Iaan,Yoo Dongju,유동주,이안,2002-03-22,XUM,South Korea,,0,0,,,NeonPunch,F,,https:/www.instagram.com/sunghyuk_seo/,
https://dbkpop.com/idol/jeonyul-stellar/,Jeonyul,Jeon Yuri,전유리,전율,1994-03-20,Stellar,South Korea,,0,0,Seoul,,,F,,,
https://dbkpop.com/idol/jine/,JinE,Shin Hyejin,신혜진,진이,1995-01-22,,South Korea,,160,48,Pohang,,Oh My Girl,F,,,
,Sohee,Kim Sohee,김소희,소희,2003-08-14,Rocket Punch,South Korea,,161,46,,,,F,,,
,Heejoo,Jeon Heejoo,전희주,희주,1996-11-30,Ho1iday,South Korea,,0,0,,,MyB,F,,,
https://dbkpop.com/idol/seeun-stayc/,Seeun,Yoon Seeun,윤세은,세은,2003-06-14,STAYC,South Korea,,167,49,Pyeongtaek,,,F,,,
https://dbkpop.com/idol/yeeun-clc/,YeeEun,Jang Yeeun,장예은 ,예은,1998-08-10,CLC,South Korea,,166,0,Dongducheon,,,F,,,
,Jiyoung,Kang Jiyoung,강지영,지영,1994-01-18,,South Korea,,0,0,Paju,,KARA,F,,,
,Eseo,Noh Hyunjung,노현정,이서,1996-03-04,LUNARSOLAR,South Korea,,161,0,,,,F,,,
https://dbkpop.com/idol/hyunjin-loona/,Hyunjin,Kim Hyunjin,김현진,현진,2000-11-15,LOONA,South Korea,,0,0,Jeonju,Loona 1/3,,F,,,
,JOO,Jung Minjoo,정민주,주,1990-10-11,,South Korea,,0,0,Seoul,,,F,,,
https://dbkpop.com/idol/yein-lovelyz/,Yein,Jeong Yein,정예인,예인,1998-06-04,Lovelyz,South Korea,,166,0,Incheon,,,F,,,
,Yurim,Park Yurim,박유림,유림,1998-04-13,3YE,South Korea,,164,0,,,Apple.B,F,,,
https://dbkpop.com/idol/exy-wjsn/,Exy,Chu Sojung,추소정,엑시,1995-11-06,Cosmic Girls,South Korea,,166,0,Busan,WJSN The Black,,F,Leader,https:/www.instagram.com/exy_s2,
,Habin,Yoo Habin,유하빈,하빈,2002-03-10,,South Korea,,165,48,,,Dreamnote,F,,,
,Bohyung,Kim Bohyung,김보형,보형,1991-03-31,KEEMBO,South Korea,,0,0,,SPICA-S,SPICA,F,,,
https://dbkpop.com/idol/yukyung-elris/,Yukyung,Lee Yukyung,이유경,유경,1999-11-05,ELRIS,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/jiwon-cherry-bullet/,Jiwon,Heo Jiwon,허지원,지원,2000-09-04,Cherry Bullet,South Korea,,0,0,,,,F,,,
,"Dayeon
","Kim Dayeon
","김다연
","다연
",2003-03-02,Kep1er,South Korea,,158,0,,,,F,,,
,Jian,Kwon Jieun,권지은,지안,2001-03-14,LUNARSOLAR,South Korea,,0,0,,,S.E.T,F,,,
,Dajeong,Jung Dajeong,정다정,다정,2003-07-31,Pixy,South Korea,,157,42,,,,F,,,
https://dbkpop.com/idol/jinwoo-kard/,Jiwoo,Jeon Jiwoo,전지우,지우,1996-10-04,KARD,South Korea,,0,0,,,,F,,,
,Jinha,Kim Jinha,김진하,진하,2003-11-21,TRI.BE,South Korea,,0,0,,,,F,,,
,Haneul,Choi Haneul,최하늘,하늘,2000-11-28,Saturday,South Korea,,158,43,,,,F,,,
https://dbkpop.com/idol/doyeon-weki-meki/,Doyeon,Kim Doyeon,김도연,도연,1999-12-04,Weki Meki,South Korea,,0,0,Incheon,"I.O.I, WJMK",,F,,,
,Hyogyeong,Jang Hyogyeong,장효경,효경,1999-11-15,ARIAZ,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/chaewon-izone/,Chaewon,Kim Chaewon,김채원,채원,2000-08-01,IZ*ONE,South Korea,,0,0,Seoul,,,F,,,
https://dbkpop.com/idol/yuri-izone/,Yuri,Jo Yuri,조유리,유리,2001-10-22,IZ*ONE,South Korea,,0,0,Busan,,,F,,,
https://dbkpop.com/idol/rachel-april/,Rachel,Sung Nayeon,성나연,레이첼,2000-08-28,APRIL,South Korea,USA,0,0,,,,F,,,
,Harin,Park Guenhye,박근혜,하린,2000-05-26,Pink Fantasy,South Korea,,164,48,,,,F,,,
,Sohyun,Kwon Sohyun,권소현,소현,1994-08-30,4minute,South Korea,,162,0,Seoul,,,F,,https:/www.instagram.com/kkwonsso_94,
,Wheein,Jung Wheein,정휘인,휘인,1995-04-17,Mamamoo,South Korea,,162,43,Jeonju,,,F,Lead Vocalist,,
https://dbkpop.com/idol/tzuyu/,Tzuyu,Chou Tzuyu,저우쯔위,쯔위,1999-06-14,Twice,Taiwan,,169,0,Tainan,,,F,,,
https://dbkpop.com/idol/huihyeon-dia/,Huihyeon,Ki Huihyeon,기희현,희현,1995-06-16,DIA,South Korea,,167,46,Namwon,,,F,,,
https://dbkpop.com/idol/yeoeun-melodyday/,Yeoeun,Jung Jieun,정지은,여은,1990-01-25,MELODYDAY,South Korea,,169,0,,,,F,Leader,https:/www.instagram.com/yeosilver,
,Ashley,Ashley Choi,애슐리 최,애슐리,1991-11-09,Ladies' Code,South Korea,USA,0,0,Incheon,,,F,,,
https://dbkpop.com/idol/le-exid/,LE,Ahn Hyejin,안효진,엘리,1991-12-10,EXID,South Korea,,168,0,Cheonan,,,F,,https:/www.instagram.com/x_xellybabyx,
https://dbkpop.com/idol/choerry-loona/,Choerry,Choi Yerim,최예림,최리,2001-06-04,LOONA,South Korea,,0,0,,Loona Odd Eye Circle,,F,,,
,Woojoo,Kim Woojoo,김우주,우주,1996-08-12,Wassup,South Korea,,0,0,,,,F,,,
,EunB,Shin Eunbi,신은비,은비,2000-09-17,Maka Maka,South Korea,,0,0,,,Lip Bubble,F,,,
,Jiwon,Yang Jiwon,양지원,지원,1988-04-05,UNI.T,South Korea,,0,0,Seoul,SPICA-S,SPICA,F,,,
,Yerim,Jeong Yerim,정예림,예림,1997-03-10,Purplebeck,South Korea,,165,44,,,,F,,,
,Suri,Kang Suri,강수리,수리,1994-10-11,CHECKMATE,South Korea,,168,0,,,,F,,,
,JooA,Lee Juhyun,이주현,주아,2002-03-04,Hi-L,South Korea,,173,0,,,,F,,,
,Han Leeseul,Han Jiyoon,한지윤,한이슬,2000-02-12,Rockit Girl,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/mia-everglow/,Mia,Han Eunji,한은지,미아,2000-01-13,Everglow,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/chaerin-cherry-bullet/,Chaerin,Park Chaerin,박채린,채린,2002-03-13,Cherry Bullet,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/joo-e-momoland/,Joo E,Lee Joowon,이주원,주이,1999-08-18,MOMOLAND,South Korea,,164,45,Bucheon,,,F,,,
https://dbkpop.com/idol/naeun-apink/,Naeun,Son Naeun,손나은,나은,1994-02-10,Apink,South Korea,,168,0,Seoul,,,F,,https:/www.instagram.com/marcella_the_naeun,
https://dbkpop.com/idol/jinsoul-loona/,JinSoul,Jung Jinsol,정진솔,진솔,1997-06-13,LOONA,South Korea,,0,0,,Loona Odd Eye Circle,,F,,,
https://dbkpop.com/idol/rina-weki-meki/,Rina,Kang Soeun,강소은,리나,2001-09-27,Weki Meki,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/sohee-elris/,Sohee,Kim Sohee,김소희,소희,1999-12-31,ELRIS,South Korea,,0,0,,,,F,,,
,Yoonhye,Jung Yoonhye,정윤혜,윤혜,1990-04-14,Rainbow,South Korea,,166,47,Daejeon,,,F,,,
https://dbkpop.com/idol/sungyeon-pristin,Sungyeon,Bae Sungyeon,배성연,성연,1999-05-25,Pristin,USA,South Korea,0,0,California,,,F,,,
https://dbkpop.com/idol/yujeong-laboum/,Yujeong,Kim Yujeong,김유정,유정,1992-02-14,,South Korea,,161,42,Seoul,,LABOUM,F,Leader,,
,Swan,Park Soojin,박수진,수안,2003-07-11,Purple Kiss,South Korea,,0,0,,,,F,,,
,Gyuri,Park Gyuri,박규리,규리,1988-05-21,KARA,South Korea,,0,0,Seoul,,,F,,,
,Jiwoo,Kim Jiwoo,김지우,지우,2005-04-13,NMIXX,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/dayeon-neonpunch/,Dayeon,Hwang Da Kyeon,황연경,다연,1995-11-17,XUM,South Korea,,0,0,,,NeonPunch,F,,https:/www.instagram.com/sunghyuk_seo/,
,Haena,Lee Haena,이해나,해나,1991-06-02,Matilda,South Korea,,0,165,,,,F,,,
,Soyou,Kang Jihyun,강지현 ,소유,1992-02-12,SISTAR,South Korea,,0,0,,,,F,,https:/www.instagram.com/soooo_you,
https://dbkpop.com/idol/siyeon-dream-catcher/,Siyeon,Lee Siyeon,이시연,시연,1995-10-01,Dreamcatcher,South Korea,,170,0,Daegu,,Minx,F,,,
,Yeeun,Hwang Yeeun,황예은,예은,1997-01-12,Blady,South Korea,,0,0,Gimhae,,,F,,https:/www.instagram.com/yeeuneeeee_,
,Daye,Kim Hyunjung,김현정,다예,1998-02-25,Berry Good,South Korea,,167,0,,,,F,,,
,Choyeon,Kim Choyeon,김초연,초연,2001-08-01,bugAboo,South Korea,,164,44,,,,F,,,
,Blue,Jung Gahee,정가희,파랑,1994-01-18,Pungdeng-E,South Korea,,161,0,Gwangju,,,F,,,
,Ahra,Go Ahra,고아라,아라,2001-02-21,Favorite,South Korea,,0,0,Yeosu,,,F,,,
,Songhee,Yoon Songhee,윤송희,송희,1998-11-08,BVNDIT,South Korea,,0,0,,,,F,,,
,Rei,Naoi Rei,나오이 레이,레이,2004-02-03,IVE,Japan,,169,47,,,,F,,,
,Taeryeong,Lim Jeongmin,임정민,태령,2000-12-27,LUNARSOLAR,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/namjoo-apink/,Namjoo,Kim Namjoo,김남주,남주,1995-04-15,Apink,South Korea,,165,0,Seoul,,,F,,https:/www.instagram.com/sarangdungy,
,Fatou,Fatou Samba,파투 삼바,파투,1995-03-23,Blackswan,Belgium,Senegal,173,0,Yoff,,,F,,,
,Sohye,Kim Sohye,김소혜,소혜,1999-07-19,,South Korea,,0,0,Seoul,,I.O.I,F,,,
https://dbkpop.com/idol/chorong-apink/,Chorong,Park Chorong,박초롱,초롱,1991-03-03,Apink,South Korea,,165,0,Chungwongoon,,,F,,https:/www.instagram.com/mulgokizary,
,Heesun,Park Heesun,박희선,희선,2005-01-25,Pink Fantasy,South Korea,,162,45,,,,F,,,
,Tina,Christine Joy Park,크리스틴 조이 박,티나,1994-09-01,Blady,USA,South Korea,0,0,Los Angeles,,,F,,https:/www.instagram.com/nuhmootina,
,Miya,Miyauchi Haruka,미야우치 하루카,미야,1993-05-26,GWSN,Japan,,0,0,,,,F,,,
,Jessica,Jessica Jung,제시카 정,제시카,1989-04-18,,South Korea,,0,0,,,SNSD,F,,https:/www.instagram.com/jessica.syj,
,Sooyoung,Choi Sooyoung,최수영 ,수영 ,1990-02-10,SNSD,South Korea,,170,48,Gwangju,,,F,,https:/www.instagram.com/hotsootuff,
https://dbkpop.com/idol/gyuri-fromis-9/,Gyuri,Jang Gyuri,장규리,규리,1997-12-27,fromis_9,South Korea,,0,0,Seoul,,,F,,,
https://dbkpop.com/idol/chaekyung-april/,Chaekyung,Yoon Chaekyung,윤채경,채경,1996-07-07,APRIL,South Korea,,160,45,Incheon,"C.I.V.A, I.B.I",Puretty,F,,,
https://dbkpop.com/idol/naeun-april/,Naeun,Lee Naeun,이나은,나은,1999-05-05,APRIL,South Korea,,0,0,Daejeon,,,F,,,
,Sunn,Hwang Jiwon,황지원,선,2000-02-07,,South Korea,,0,0,Jincheon,,"Good Day, Cignature",F,,,
https://dbkpop.com/idol/soyee-gugudan/,Soyee,Jang Sojin,장소진,소이,1996-11-21,Gugudan,South Korea,,0,0,,,,F,,,
,Sohee,Kim Sohee,소희,김소희,1995-01-20,Nature,South Korea,,162,41,Busan,C.I.V.A,I.B.I,F,,,
https://dbkpop.com/idol/nahyun-sonamoo/,Nahyun,Kim Nahyun,김나현,나현,1995-12-09,Sonamoo,South Korea,,170,0,Seoul,,,F,,,https:/www.twitter.com/SONAMOO_Nahyun
https://dbkpop.com/idol/olivia-hye-loona/,Olivia Hye,Son Hyeju,손혜주,올리비아 혜,2001-11-13,LOONA,South Korea,,0,0,,Loona yyxy,,F,,,
,Woori,Go Woori,고우리,우리,1988-02-22,Rainbow,South Korea,,165,44,Jeonju,Rainbow Blaxx,,F,,,
https://dbkpop.com/idol/eunseo-wjsn/,Eunseo,Son Juyeon,손주연,은서,1998-05-27,Cosmic Girls,South Korea,,167,0,Incheon,WJSN The Black,,F,,https:/www.instagram.com/_eunseo_v,
https://dbkpop.com/idol/yeojin-loona/,Yeojin,Im Yeojin,임여진,여진,2002-11-11,LOONA,South Korea,,0,0,Guro,Loona 1/3,,F,,,
,Jihyo,Lee Jihyo,이지효,지효 ,2001-04-22,PRECIOUS,South Korea,,166,49,Gyeonggi,,,F,,,
,Yuem,Park Subin,박수빈,유음,1996-12-25,H.U.B,South Korea,,0,0,,,,F,,,
,Arie,Jeon Minjae,전민재,아리,2000-04-07,MIXX,South Korea,,163,45,,,,F,,,
https://dbkpop.com/idol/seulgi-red-velvet/,Seulgi,Kang Seulgi,강슬기,슬기,1994-02-10,Red Velvet,South Korea,,162,0,Seoul,Red Velvet - IRENE SEULGI,,F,,,
,Sojin,Jo Sojin,조소진,소진 ,1991-10-11,9Muses,South Korea,,170,47,Gwangju,9MUSES A,,F,,https:/www.instagram.com/josojin_1011,
https://dbkpop.com/idol/yooyoung-hello-venus,Yooyoung,Lee Yooyoung,이유영,유영,1995-01-23,Hello Venus,South Korea,,170,49,Suwon,,,F,,https:/www.instagram.com/hv_u0/,
https://dbkpop.com/idol/onda-everglow/,Onda,Jo Selim,조세림,온다,2000-05-18,Everglow,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/may-cherry-bullet/,May,Hirokawa Mao,히로카와 마오,메이,2004-11-16,Cherry Bullet,Japan,,0,0,,,,F,,,
https://dbkpop.com/idol/seoyoung-hello-venus,Seoyoung,Lee Seoyoung,이서영,서영,1994-06-27,Hello Venus,South Korea,,164,50,,,,F,,https:/www.instagram.com/hv_seo0,
https://dbkpop.com/idol/lime-hello-venus,Lime,Kim Hyerim,김혜림,라임,1993-01-19,Hello Venus,South Korea,,169,50,,,,F,,https:/www.instagram.com/hv_lime,
https://dbkpop.com/idol/hitomi-izone/,Hitomi,Honda Hitomi,혼다 히토미,히토미,2001-10-06,IZ*ONE,Japan,,0,0,Toghichi,,,F,,,
,Hwasa,Ahn Hyejin,안혜진,화사,1995-07-23,Mamamoo,South Korea,,162,44,Jeonju,,,F,Lead Vocalist,,
,Soyoung,Yoo Soyoung,유소영,소영,1996-03-29,,South Korea,,0,0,Seoul,,After School,F,,https:/www.instagram.com/ssossolovely,
,Yeseo,Kang Yeseo,강예서,예서,2005-08-22,Kep1er,South Korea,,157,0,,,Busters,F,,,
https://dbkpop.com/idol/sujeong-lovelyz/,Sujeong,Ryu Sujeong,류수정,수정,1997-11-19,Lovelyz,South Korea,,168,48,Daejeon,,,F,,,
,Dara,Park Sandara,박산다라,다라,1984-11-12,2NE1,South Korea,,0,0,,,,F,,https:/www.instagram.com/daraxxi,
,Gaeul,Kim Gaeul,김가을,가을,2002-09-24,IVE,South Korea,,166,46,Incheon,,,F,,,
,Seyeon,Park Seyeon,박세연,세연,2001-05-06,Purplebeck,South Korea,,167,46,,,,F,,,
,Hyebin,Kim Hyebin,김혜빈,혜빈,1997-03-29,AREAL,South Korea,,0,0,,,Rose Finger,F,,,
https://dbkpop.com/idol/sua-dream-catcher/,Sua,Kim Bora,김보라,수아,1994-08-10,Dreamcatcher,South Korea,,164,0,Changwon,,Minx,F,,,
https://dbkpop.com/idol/sojin-girls-day/,Sojin,Park Sojin,박소진 ,소진 ,1986-05-21,Girl's Day,South Korea,,167,47,Daegu,,,F,,https:/www.instagram.com/ssozi_sojin,
,Sunny,Lee Sunkyu,이순규 ,써니,1989-05-15,SNSD,South Korea,,158,43,California,,,F,,https:/www.instagram.com/svnnynight,
,Bekah,Rebecca Kim,김레베카,베카 ,1989-08-11,,South Korea,USA,0,0,Honolulu,,After School,F,,,
https://dbkpop.com/idol/yoomin-melodyday/,Yoomin,Na Yoomin,나유민,유민,1993-08-29,MELODYDAY,South Korea,,165,0,,,,F,Main Rapper,https:/www.instagram.com/im.umin,
,EunB,Byun Eunbi,변은비,은비,2000-11-23,PRECIOUS,South Korea,,164,49,Busan,,,F,,,
,Youi,Kim Jihyeo,유아이,유아이,2000-04-24,Dreamnote,South Korea,,163,45,,,,F,,,
,Mini,,,민이,2000-06-12,Purplebeck,South Korea,,168,47,,,,F,,,
,Choa,Heo Minjin,허민진,초아,1990-07-12,Crayon Pop,South Korea,,161,0,Seoul,,,F,,,
,Luna,Park Sunyoung,박선영,루나,1993-08-12,f(x),South Korea,,162,0,Seoul,,,F,,https:/www.instagram.com/hermosavidaluna,
,Haru,Han Sangsook,한상숙,하루,1994-07-06,Gate9,South Korea,,160,0,Bucheon,,,F,,https://www.instagram.com/hanharuuu/,
,Lara,Moon Shinae,문신애,라라,2000-08-09,Dreamnote,South Korea,,161,44,,,,F,,,
,Mire,Su Mire,수미레,미레,2006-03-26,TRI.BE,Japan,,0,0,,,,F,,,
,Youngheun,Go Youngheun,고영흔,영흔,1994-11-20,Blackswan,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/kim-lip-loona/,Kim Lip,Kim Jungeun,김정은,김립,1999-02-10,LOONA,South Korea,,0,0,,Loona Odd Eye Circle,,F,,,
,Hyunbin,Kim Hyunbin,김현빈‬,현빈‬,2004-05-26,TRI.BE,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/baekah-neonpunch/,Baekah,Kim Sua,김수아,백아,1999-10-24,XUM,South Korea,,0,0,,,NeonPunch,F,,https:/www.instagram.com/sunghyuk_seo/,
https://dbkpop.com/idol/seunghee-oh-my-girl/,Seunghee,Hyun Seunghee,현승희,승희,1996-01-25,Oh My Girl,South Korea,,160,48,Chuncheon,,,F,,,
,Leia,Larissa Kartes,라리사 카르치스,레아,2001-05-14,Blackswan,Brazil,Japan,0,0,Curitiba,,,F,,,
https://dbkpop.com/idol/mina-aoa/,Mina,Kwon Mina,권민아 ,민아 ,1993-09-21,,South Korea,,159,43,Busan,,"AOA, AOA BLACK",F,,https:/www.instagram.com/kvwowv,
,Juju,Park Juyoung,박주영,쥬쥬,1996-01-03,Gate9,South Korea,,168,0,Changwon,,,F,,https://www.instagram.com/baby.juju_0/,
,Suzy,Bae Suji,배수지,수지,1994-10-10,miss A,South Korea,,168,0,Gwangju,,,F,,https:/www.instagram.com/skuukzky,
,Yunji,Kim Yunji,김윤지,윤지,1996-08-26,ARIAZ,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/jiyoon-bolbbalgan4/,Jiyoon,Woo Jiyoon,우지윤,지윤,1996-01-06,Bolbbalgan4,South Korea,,0,0,Yeongju,,,F,,,
https://dbkpop.com/idol/sumin-sonamoo/,Sumin,Ji Sumin,지수민,수민,1994-03-03,Sonamoo,South Korea,,168,0,Yongin,,,F,Leader,,https:/www.twitter.com/SONAMOO_SuMin
,Gabin,Kim Gabin,김가빈,가빈,1989-09-18,Blady,South Korea,,0,0,Busan,,,F,,https:/www.instagram.com/_kimgabin,
https://dbkpop.com/idol/sally-gugudan/,Sally,Liu Xiening,류셰닝,샐리,1996-10-23,Gugudan,China,,0,0,Guangdong,,,F,,,
,Ellyn,Bang Sunhee,방선희,엘린,2002-10-19,Girlkind,South Korea,,0,170,,,,F,,,
https://dbkpop.com/idol/giselle-aespa/,Giselle,Uchinaga Aeri,우치나가 애리,지젤,2000-10-30,aespa,Japan,,166,0,,,,F,,,
https://dbkpop.com/idol/sei-weki-meki/,Sei,Lee Seojung,이서정,세이,2000-01-07,Weki Meki,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/yves-loona/,Yves,Ha Sooyoung,하수영,이브,1997-05-24,LOONA,South Korea,,0,0,,Loona yyxy,,F,,,
,Suhyeon,Kim Suhyun,김수현,수현,2000-01-15,Billlie,South Korea,,161,45,Daegu,,,F,,,
https://dbkpop.com/idol/haseul-loona/,Haseul,Jo Haseul,조하슬,하슬,1997-08-18,LOONA,South Korea,,0,0,Ansan,Loona 1/3,,F,,,
https://dbkpop.com/idol/irene-red-velvet/,Irene,Bae Juhyun,배주현 ,아이린,1991-03-29,Red Velvet,South Korea,,161,0,Daegu,Red Velvet - IRENE SEULGI,,F,,,
https://dbkpop.com/idol/yulhee-laboum/,Yulhee,Kim Yulhee,김율희,율희,1997-11-27,,South Korea,,166,52,Bucheon,,LABOUM,F,Main Rapper,,
https://dbkpop.com/idol/kei-lovelyz/,Kei,Kim Jiyeon,김지연,케이,1995-03-20,Lovelyz,South Korea,,162,47,Incheon,,,F,,,
,Yel,Han Shinyoung,한신영,옐,2004-12-25,H1-KEY,South Korea,,172,0,,,,F,,,
,Sujin,Bang Sujin,방수진,수진,1996-06-26,Wassup,South Korea,,0,0,,,,F,,,
,Haeyeon,Lee Taeyeon,이태연,해연,1994-01-11,Gate9,South Korea,,161,0,,,,F,,https://www.instagram.com/ha2y2on_gnine/,
https://dbkpop.com/idol/vivi-loona/,Vivi,Wong Viian,황가희,비비,1996-12-09,LOONA,Hong Kong,,0,0,Hong Kong,Loona 1/3,,F,,,
https://dbkpop.com/idol/babysoul-lovelyz/,Babysoul,Lee Soojung,이수정,베이비소울,1992-07-06,Lovelyz,South Korea,,158,41,Gwangju,,,F,Leader,,
,Yoon,Heo Yoon,허윤,윤,1994-09-23,4TEN,South Korea,,0,0,,,,F,,,
,Hayoung,Lee Hayoung,이하영,하영,1993-08-03,Playback,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/somin-kard/,Somin,Jeon Somin,전소민,소민,1996-08-22,KARD,South Korea,,0,0,Seoul,,April,F,,,
,Uchae,Yu Hyejun,유혜준,유채,2002-05-07,NATURE,South Korea,,0,0,,,,F,,,
,Somyi,Ahn Somyi,안솜이,솜이,2000-01-26,DIA,South Korea,,0,0,Changwon,L.U.B,,F,,,
